date,open,high,low,close,sma_20,upper_bb,lower_bb,rsie
1983-02-28,149.74,149.74,147.81,148.06,146.722,150.58906797675456,142.85493202324545,53.79142532481699
1983-03-01,148.07,150.88,148.07,150.88,147.001,151.2248067140783,142.7771932859217,65.62101573435396
1983-03-02,150.91,152.63,150.91,152.3,147.468,151.87207753648437,143.0639224635156,70.07249888204878
1983-03-03,152.31,154.16,152.31,153.48,147.98049999999998,152.6834866210624,143.27751337893756,73.37770639177451
1983-03-04,153.47,153.67,152.53,153.67,148.451,153.45966155038576,143.44233844961423,73.9129756712088
1983-03-07,153.67,154.0,152.65,153.67,148.82750000000001,154.2219215825724,143.43307841742762,73.9129756712088
1983-03-08,153.63,153.63,151.26,151.26,149.044,154.46526572907652,143.6227342709235,55.178034573218696
1983-03-09,151.25,152.87,150.84,152.87,149.4025,154.84093195280212,143.96406804719788,62.50411939885489
1983-03-10,152.87,154.01,151.75,151.8,149.7425,154.86299699479258,144.62200300520743,55.54247147463316
1983-03-11,151.75,151.75,150.65,151.24,149.92950000000002,154.97783260644132,144.8811673935587,52.0421283373411
1983-03-14,151.28,151.3,150.24,150.83,150.0885,155.03380197045058,145.14319802954944,49.41151322738363
1983-03-15,150.83,151.37,150.4,151.37,150.2105,155.1558539067647,145.2651460932353,53.02037012852268
1983-03-16,151.36,151.62,149.78,149.81,150.286,155.15404575509302,145.41795424490698,42.83464617453106
1983-03-17,149.8,149.8,149.12,149.59,150.394,155.08798898928978,145.70001101071023,41.53620595231862
1983-03-18,149.59,150.29,149.56,149.9,150.517,155.00967520819282,146.02432479180717,44.28224859815719
1983-03-21,149.82,151.2,149.32,151.19,150.6765,155.01684815484398,146.33615184515602,54.53563520116989
1983-03-22,151.21,151.59,150.6,150.66,150.9355,154.52315412285762,147.34784587714236,50.159775385842046
1983-03-23,150.65,152.98,150.65,152.81,151.2365,154.33675652588778,148.13624347411223,63.76764375076434
1983-03-24,152.82,153.78,152.82,153.37,151.425,154.56449711024823,148.2855028897518,66.5152508640474
1983-03-25,153.37,153.71,152.3,152.67,151.5715,154.65284130055724,148.49015869944273,59.95743770499
1983-03-28,152.67,152.67,151.56,151.85,151.76100000000002,154.36174402309757,149.16025597690248,52.907020323914615
1983-03-29,151.85,152.46,151.42,151.59,151.79649999999998,154.36580279299628,149.22719720700368,50.72479560483324
1983-03-30,151.6,153.39,151.6,153.39,151.851,154.50995032712132,149.19204967287868,62.93657142743183
1983-03-31,153.41,155.02,152.86,152.96,151.825,154.4264287572295,149.22357124277048,58.912187594032176
1983-04-04,152.92,153.02,152.23,153.02,151.7925,154.31182217283134,149.27317782716864,59.33087685881915
1983-04-05,153.04,153.92,151.81,151.9,151.704,154.06500246327116,149.34299753672886,48.652633010824516
1983-04-06,151.9,151.9,150.17,151.04,151.69299999999998,154.06473798144418,149.32126201855579,41.96151668977973
1983-04-07,151.04,151.76,150.81,151.76,151.6375,153.94433081760369,149.3306691823963,48.76789913998486
1983-04-08,151.77,152.85,151.39,152.85,151.69,154.05934812265087,149.32065187734912,57.47854435647839
1983-04-11,152.87,155.14,152.87,155.14,151.885,154.69869208654535,149.07130791345463,69.88905065908563
1983-04-12,155.15,155.82,154.78,155.82,152.1345,155.40256863936057,148.86643136063944,72.6264252367776
1983-04-13,155.82,157.22,155.82,156.77,152.4045,156.24820147808393,148.5607985219161,76.12517286094173
1983-04-14,156.8,158.12,156.55,158.12,152.82,157.23670036398846,148.40329963601152,80.2618026651146
1983-04-15,158.11,158.75,158.11,158.75,153.278,158.15967615735164,148.39632384264834,81.9461474623981
1983-04-18,158.75,159.75,158.41,159.74,153.77,159.17372970612283,148.3662702938772,84.36526316406011
1983-04-19,159.74,159.74,158.54,158.71,154.14600000000002,159.83293942292266,148.45906057707737,72.67505938571824
1983-04-20,158.71,160.83,158.71,160.71,154.6485,160.7958974810049,148.5011025189951,79.14851396711902
1983-04-21,160.73,161.08,159.96,160.05,155.0105,161.5426890422891,148.4783109577109,72.59954926672937
1983-04-22,160.04,160.76,160.02,160.42,155.363,162.2724355013532,148.4535644986468,73.99158220755294
1983-04-25,160.43,160.83,158.72,158.81,155.67000000000002,162.6211225901396,148.71887740986043,58.95402409115334
1983-04-26,158.81,161.81,158.07,161.81,156.168,163.38870298370858,148.94729701629143,71.43547947313408
1983-04-27,161.85,162.77,160.76,161.44,156.6605,163.91007922553848,149.41092077446154,68.47243093749447
1983-04-28,161.44,162.96,161.44,162.95,157.13850000000002,164.73260928216496,149.54439071783509,73.624172070097
1983-04-29,162.97,164.43,162.72,164.43,157.71200000000002,165.69966048352018,149.72433951647986,77.7381141495435
1983-05-02,164.41,164.42,161.99,162.11,158.1665,166.0639886747884,150.26901132521164,60.632713435649336
1983-05-03,162.1,162.35,160.8,162.34,158.6885,166.2133144582819,151.1636855417181,61.59926829632657
1983-05-04,162.38,163.64,162.38,163.31,159.302,166.1735970716987,152.43040292830128,65.69760197146451
1983-05-05,163.35,164.3,163.35,164.28,159.928,166.15782165834025,153.69817834165974,69.45861200420877
1983-05-06,164.3,166.99,164.3,166.1,160.5905,166.45866738181869,154.7223326181813,75.31751657664805
1983-05-09,166.1,166.46,164.9,165.81,161.124,166.84397202790257,155.40402797209742,72.7515875163975
1983-05-10,165.82,166.4,165.74,165.95,161.6305,167.1638989744563,156.09710102554374,73.25904941458793
1983-05-11,165.95,166.3,164.53,164.96,162.04000000000002,167.26232454795735,156.8176754520427,63.595364502231206
1983-05-12,164.98,165.35,163.82,164.25,162.34650000000002,167.31342333023255,157.3795766697675,57.33665368165482
1983-05-13,164.26,165.23,164.26,164.91,162.6545,167.44315973997425,157.86584026002578,61.41013880773239
1983-05-16,164.9,164.9,162.33,163.4,162.8375,167.43303959949353,158.24196040050649,49.0475492948511
1983-05-17,163.4,163.71,162.55,163.71,163.0875,167.2623665279626,158.9126334720374,51.366734617284656
1983-05-18,163.73,165.18,163.16,163.27,163.2155,167.23763075240726,159.19336924759273,47.80331260457102
1983-05-19,163.27,163.61,161.98,161.99,163.3125,167.09991892391764,159.52508107608236,38.7743976929556
1983-05-20,161.97,162.14,161.25,162.14,163.3985,166.9819959408211,159.81500405917893,40.29910884743928
1983-05-23,162.06,163.5,160.29,163.43,163.6295,166.49035357155535,160.76864642844467,52.12883881725578
1983-05-24,163.45,165.59,163.45,165.54,163.816,166.6637167215687,160.9682832784313,65.158464857252
1983-05-25,165.54,166.21,164.79,166.21,164.05450000000002,166.8630694054535,161.24593059454654,68.31791825338514
1983-05-26,166.22,166.39,165.27,165.48,164.181,167.0079522364827,161.35404776351731,61.326593479527446
1983-05-27,165.49,165.49,164.33,164.46,164.1825,167.01004031103227,161.35495968896774,52.641434254527816
1983-05-31,164.44,164.44,162.12,162.39,164.1965,166.98331312046702,161.40968687953296,39.53173113878309
1983-06-01,162.38,162.64,161.33,162.55,164.20700000000002,166.96580294406772,161.44819705593233,40.84559325505229
1983-06-02,162.56,164.0,162.56,163.98,164.24050000000003,166.96955208142757,161.5114479185725,51.674051033398804
1983-06-03,163.96,164.79,163.96,164.42,164.2475,166.97769663837545,161.51730336162456,54.6230801662541
1983-06-06,164.43,165.09,163.75,164.83,164.18400000000003,166.78898631171006,161.57901368829,57.41700043913274
1983-06-07,164.84,164.93,162.77,162.77,164.032,166.59188157620557,161.47211842379446,42.3132026022938
1983-06-08,162.78,162.78,161.35,161.36,163.80249999999998,166.45953336745617,161.1454666325438,35.03467468994555
1983-06-09,161.37,161.92,160.8,161.83,163.64600000000002,166.38347021132302,160.90852978867701,39.06605353992631
1983-06-10,161.86,162.76,161.86,162.68,163.5675,166.32203215054884,160.81296784945116,46.051872766788854
1983-06-13,162.7,164.84,162.7,164.84,163.56400000000002,166.31151868917297,160.81648131082707,59.62437745620872
1983-06-14,164.87,165.93,164.87,165.53,163.6705,166.5530608132512,160.78793918674882,63.05073498082136
1983-06-15,165.52,167.12,165.07,167.12,163.84099999999998,167.11078447704153,160.57121552295843,69.85299922019682
1983-06-16,167.11,169.38,167.11,169.14,164.1345,168.15589266266733,160.11310733733268,76.25971867978686
1983-06-17,169.11,169.64,168.6,169.13,164.4915,168.95473590423228,160.02826409576772,76.16725813359851
1983-06-20,169.13,170.1,168.59,169.02,164.8355,169.58686091307553,160.08413908692447,75.01290723546909
1983-06-21,169.03,170.6,168.25,170.53,165.1905,170.52489080525078,159.8561091947492,79.84993107578799
1983-06-22,170.53,171.6,170.42,170.99,165.46300000000002,171.39581010900065,159.5301898909994,81.13367555432946
1983-06-23,170.99,171.0,170.13,170.57,165.68099999999998,172.0348563507764,159.32714364922356,76.03062381150215
1983-06-24,170.57,170.69,170.03,170.41,165.9275,172.62191833485863,159.23308166514138,73.9851589141883
1983-06-27,170.4,170.46,168.32,168.46,166.1275,172.87610414417108,159.37889585582892,53.677553169653315
1983-06-28,168.45,168.81,165.67,165.68,166.292,172.81358392126418,159.77041607873582,36.980363528435596
1983-06-29,165.78,166.64,165.43,166.64,166.4965,172.77603493081727,160.21696506918272,43.929907190352644
1983-06-30,167.64,167.64,167.64,167.64,166.6795,172.86283405211023,160.49616594788975,50.491867677170696
1983-07-01,168.11,168.64,167.77,168.64,166.89050000000003,173.0370864724369,160.74391352756317,56.38189173707187
1983-07-05,166.55,168.8,165.8,166.6,166.97899999999998,173.05118992837853,160.90681007162144,44.047009046816704
1983-07-06,166.71,168.88,166.49,168.48,167.2645,173.03277430182013,161.49622569817987,54.60692718366365
1983-07-07,168.48,169.15,167.08,167.56,167.5745,172.6289174530266,162.5200825469734,49.34813647631021
1983-07-08,167.56,167.98,166.95,167.08,167.837,172.12200494380193,163.55199505619805,46.64396089149725
1983-07-11,167.09,168.11,167.09,168.11,168.1085,171.6394654263517,164.57753457364828,53.01832052171181
1983-07-12,168.05,168.05,165.51,165.53,168.14299999999997,171.55083678877568,164.73516321122426,39.410343018075146
1983-07-13,165.0,165.68,164.77,165.46,168.1395,171.55876107745158,164.72023892254842,39.09619928746416
1983-07-14,165.61,166.96,165.61,166.01,168.084,171.6073859313221,164.5606140686779,43.20081798891313
1983-07-15,166.01,166.04,164.03,164.29,167.8415,171.70961133024164,163.97338866975835,34.75002897509607
1983-07-18,164.28,164.29,163.3,163.95,167.5825,171.76800820658073,163.3969917934193,33.265797603977944
1983-07-19,163.95,165.18,163.95,164.82,167.3725,171.67417103393515,163.07082896606485,40.73895277260545
1983-07-20,164.89,169.29,164.89,169.29,167.3105,171.4533669198727,163.16763308012727,64.38389070309755
1983-07-21,169.29,169.8,168.33,169.06,167.214,171.07641484320868,163.35158515679132,62.89402720395757
1983-07-22,168.51,169.08,168.4,168.89,167.13,170.75060768379925,163.50939231620075,61.67683177796299
1983-07-25,167.67,169.74,167.63,169.53,167.08599999999998,170.55707385173474,163.61492614826523,64.64873602971453
1983-07-26,169.62,170.63,169.26,170.53,167.1895,170.9448805609926,163.43411943900742,68.98497734695785
1983-07-27,170.68,170.72,167.49,167.59,167.285,170.97533160683525,163.59466839316474,48.71456567683396
1983-07-28,167.32,167.79,164.99,165.04,167.20499999999998,171.0214215810359,163.38857841896407,37.64449733585982
1983-07-29,165.03,165.03,161.5,162.56,166.951,171.28642519009767,162.6155748099023,29.99546533271328
1983-08-01,162.34,162.78,161.55,162.04,166.62099999999998,171.39742852701372,161.84457147298625,28.590004433291043
1983-08-02,162.06,163.04,161.97,162.01,166.3915,171.59423723503588,161.18876276496414,28.501106696231176
1983-08-03,162.01,163.44,161.52,163.44,166.1395,171.40417262939715,160.87482737060284,38.94290520716897
1983-08-04,163.28,163.42,159.63,161.33,165.828,171.46299441927408,160.19300558072592,31.188266763824743
1983-08-05,161.33,161.88,160.89,161.74,165.56099999999998,171.4466825387847,159.67531746121526,34.129137037905295
1983-08-08,161.73,161.73,159.18,159.18,165.1145,171.51809265938707,158.71090734061292,26.094498540705118
1983-08-09,159.2,160.14,158.5,160.13,164.8445,171.618958144965,158.07004185503502,32.86217868406962
1983-08-10,160.11,161.77,159.47,161.54,164.6485,171.57314181099025,157.72385818900977,41.96355864519288
1983-08-11,161.55,162.14,161.41,161.54,164.425,171.45240050763616,157.39759949236387,41.963558645192876
1983-08-12,161.55,162.6,161.55,162.16,164.3185,171.41869799575585,157.21830200424415,46.23075229632408
1983-08-15,162.22,164.76,162.22,163.7,164.30599999999998,171.40980891160646,157.2021910883935,55.58925863047273
1983-08-16,163.74,163.84,162.72,163.41,164.2355,171.3458141539885,157.1251858460115,53.56359432954237
1983-08-17,163.58,165.4,163.43,165.29,164.0355,170.76184560984987,157.30915439015016,63.509856846149155
1983-08-18,165.29,165.91,163.55,163.55,163.76,170.0575316802019,157.4624683197981,51.687010602470636
1983-08-19,163.58,164.27,163.22,163.98,163.5145,169.33471694296242,157.69428305703758,54.12229510658789
1983-08-22,164.18,165.64,163.77,164.34,163.255,168.36544956308455,158.14455043691544,56.25249816896267
1983-08-23,164.33,164.33,162.54,162.77,162.86700000000002,166.6604297770848,159.07357022291524,45.59845390107313
1983-08-24,162.77,162.77,161.2,161.25,162.55,165.68389617938237,159.41610382061765,37.63568139260832
1983-08-25,161.27,161.28,159.96,160.84,162.34,165.33097590128955,159.34902409871046,35.6956122764293
1983-08-26,160.85,162.16,160.25,162.14,162.31900000000002,165.30936980638467,159.32863019361537,45.898717818851324
1983-08-29,162.14,162.32,160.97,162.25,162.3295,165.31721854518673,159.34178145481326,46.72403397073556
1983-08-30,162.25,163.13,162.11,162.58,162.358,165.34375988740769,159.37224011259232,49.39620958586296
1983-08-31,162.55,164.4,162.32,164.4,162.406,165.49411235137688,159.31788764862313,61.64003696583027
1983-09-01,164.4,164.66,163.95,164.23,162.551,165.6981551063059,159.40384489369407,60.07349339831009
1983-09-02,164.25,165.07,164.21,165.0,162.714,166.01807340303162,159.40992659696838,64.75482084705857
1983-09-06,165.2,167.9,165.03,167.89,163.1495,166.7729294601414,159.52607053985858,76.62422195655842
1983-09-07,167.9,168.48,167.46,167.96,163.541,167.46989377761454,159.61210622238545,76.84218097511841
1983-09-08,167.96,168.14,167.12,167.77,163.8525,168.08922601998404,159.61577398001594,74.66190580991167
1983-09-09,167.77,167.77,166.91,166.92,164.1215,168.42269824185982,159.82030175814018,65.1237529773322
1983-09-12,166.95,169.2,165.27,165.48,164.2875,168.52575622036494,160.04924377963505,52.11059479521624
1983-09-13,165.48,165.48,164.17,164.8,164.34250000000003,168.57720312138935,160.1077968786107,46.99401058420967
1983-09-14,164.8,165.42,164.63,165.35,164.4395,168.67314208018894,160.20585791981108,51.443434081734736
1983-09-15,165.39,165.58,164.38,164.38,164.39399999999998,168.60867311587418,160.17932688412577,43.93799675981737
1983-09-16,164.42,166.57,164.39,166.25,164.529,168.80240317976558,160.25559682023442,57.674254849977686
1983-09-19,166.27,168.09,166.26,167.62,164.711,169.19100892856125,160.23099107143878,64.93665317006106
1983-09-20,167.64,169.38,167.64,169.24,164.956,169.86589291339848,160.0461070866015,71.58812432486904
1983-09-21,169.27,169.3,168.21,168.41,165.238,170.26570262487735,160.21029737512265,64.36948469418658
1983-09-22,168.4,169.78,168.22,169.76,165.6635,170.71049712700412,160.61650287299588,70.0393110292981
1983-09-23,169.76,170.17,168.88,169.51,166.09699999999998,170.88214851554025,161.3118514844597,67.73616022988767
1983-09-26,169.53,170.41,169.16,170.07,166.49349999999998,171.2118060073436,161.77519399265637,70.26351423106496
1983-09-27,170.02,170.02,167.95,168.43,166.8025,171.14517865432435,162.45982134567566,55.55746076103173
1983-09-28,168.42,168.53,167.52,168.0,167.07350000000002,170.9591078573423,163.18789214265774,52.24906603767799
1983-09-29,168.02,168.35,167.23,167.23,167.21499999999997,170.89114500601517,163.53885499398478,46.52468482893381
1983-09-30,167.23,167.23,165.63,166.07,167.307,170.7535305209103,163.8604694790897,39.08182237758197
1983-10-03,165.99,166.07,164.93,165.81,167.3475,170.69757226944637,163.99742773055362,37.52912006273995
1983-10-04,165.81,166.8,165.81,166.27,167.2665,170.6396027415794,163.8933972584206,42.21569612626664
1983-10-05,166.29,167.74,165.92,167.74,167.2555,170.62050551340567,163.89049448659435,54.736531086765595
1983-10-06,167.76,170.28,167.76,170.28,167.381,171.00412397916608,163.75787602083392,68.39151898884823
1983-10-07,170.32,171.1,170.31,170.8,167.575,171.49734355294834,163.65265644705164,70.49417749556888
1983-10-10,170.77,172.65,170.05,172.65,167.9335,172.33143863196307,163.53556136803695,76.82317989340964
1983-10-11,172.59,172.59,170.34,170.34,168.21049999999997,172.47323188904502,163.9477681109549,58.68662395751997
1983-10-12,170.34,170.84,169.34,169.62,168.424,172.50745261551356,164.34054738448646,54.09381311092963
1983-10-13,169.63,170.12,169.13,169.87,168.69850000000002,172.35289187827286,165.0441081217272,55.48940442299816
1983-10-14,169.88,169.99,169.18,169.86,168.87900000000002,172.3774682362409,165.38053176375914,55.411655199913
1983-10-17,169.85,171.18,169.63,170.43,169.0195,172.53075393705905,165.50824606294094,59.173896837723056
1983-10-18,170.41,170.41,167.67,167.81,168.948,172.49836899490552,165.3976310050945,40.87987374515802
1983-10-19,167.81,167.81,165.67,166.73,168.864,172.5450547687467,165.1829452312533,35.639302606244186
1983-10-20,166.77,167.35,166.44,166.98,168.725,172.47293978494392,164.97706021505607,37.770053420227725
1983-10-21,166.97,167.23,164.98,165.95,168.54699999999997,172.4719329863521,164.62206701364784,32.63402226028471
1983-10-24,165.85,165.99,163.85,165.99,168.34300000000002,172.3577260508215,164.32827394917854,33.042015621047355
1983-10-25,166.0,167.15,166.0,166.47,168.245,172.3455545196239,164.1444454803761,38.22251752262549
1983-10-26,166.49,166.65,165.36,165.38,168.11399999999998,172.41024266686813,163.81775733313182,31.779988683641676
1983-10-27,165.31,165.38,164.41,164.84,167.99450000000002,172.52105544653034,163.4679445534697,28.98708009234113
1983-10-28,164.89,165.19,163.23,163.37,167.8595,172.7722952167877,162.94670478321228,22.716407608949822
1983-10-31,163.37,164.58,162.86,163.55,167.74650000000003,172.95297077152307,162.54002922847698,25.008462338574176
1983-11-01,163.55,163.66,162.37,163.66,167.616,173.10164979598568,162.13035020401435,26.544597783205987
1983-11-02,165.21,165.21,163.55,164.84,167.471,173.09442806105687,161.84757193894313,41.40184698444015
1983-11-03,164.84,164.85,163.42,163.45,167.1295,172.86314025086185,161.39585974913817,32.474251300663
1983-11-04,162.68,163.45,162.22,162.44,166.7115,172.53665154535082,160.88634845464918,27.502189209298095
1983-11-07,162.42,162.56,161.84,161.91,166.1745,171.66516375049866,160.68383624950133,25.168922314259916
1983-11-08,161.91,162.15,161.63,161.76,165.74550000000002,171.2064753322035,160.28452466779655,24.49041186744188
1983-11-09,161.74,163.97,161.74,163.97,165.463,170.65814388636036,160.26785611363962,48.22047531191274
1983-11-10,163.99,164.71,163.97,164.41,165.19,169.96706802833663,160.41293197166337,51.70697415075733
1983-11-11,164.41,166.3,164.34,166.29,165.0115,169.29514466067565,160.72785533932438,63.742860588866144
1983-11-14,166.29,167.58,166.27,166.58,164.81900000000002,168.35883585703132,161.2791641429687,65.28287733468198
1983-11-15,166.58,166.59,165.28,165.36,164.69650000000001,167.9592419853776,161.43375801462244,54.123765073064526
1983-11-16,165.36,166.41,165.34,166.08,164.66400000000002,167.85358436493541,161.47441563506462,58.906971074859584
1983-11-17,166.08,166.49,165.51,166.13,164.6215,167.70193247134458,161.54106752865542,59.2474354501555
1983-11-18,166.08,166.13,164.5,165.09,164.57850000000002,167.6043762976052,161.55262370239484,49.42042836325856
1983-11-21,165.04,166.05,165.0,166.05,164.5815,167.61338164607017,161.54961835392984,57.0142742160217
1983-11-22,166.05,167.26,166.05,166.84,164.6,167.6844602018554,161.5155397981446,62.37762933118414
1983-11-23,166.88,167.21,166.26,166.96,164.679,167.92431662553713,161.43368337446287,63.18275856557069
1983-11-25,167.02,167.2,166.73,167.18,164.796,168.22904928138362,161.36295071861636,64.77728459642833
1983-11-28,167.2,167.22,166.21,166.54,164.9545,168.40301745414845,161.50598254585154,56.5555938845866
1983-11-29,166.54,167.92,166.17,167.91,165.17249999999999,168.79407787653074,161.55092212346923,66.9245067656432
1983-11-30,167.91,168.07,166.33,166.4,165.3095,168.89731255744442,161.7216874425556,51.34092355095355
1983-12-01,166.37,166.77,166.08,166.49,165.392,169.01011000385384,161.77388999614615,52.10786083298347
1983-12-02,166.49,166.7,165.25,165.44,165.4915,168.99229254184533,161.99070745815467,42.987138728128016
1983-12-05,165.44,165.79,164.71,165.76,165.6575,168.85035963229925,162.46464036770075,46.29286257162271
1983-12-06,165.77,165.93,165.34,165.47,165.8355,168.50228971207105,163.16871028792895,43.64655895998075
1983-12-07,165.47,166.34,165.35,165.91,166.043,167.89633951784555,164.18966048215447,48.77311990532549
1983-12-08,165.91,166.01,164.86,165.2,166.1045,167.73663099319086,164.47236900680915,41.708569076597705
1983-12-09,165.2,165.29,164.5,165.08,166.138,167.64651059343748,164.62948940656253,40.56278550257926
1983-12-12,165.13,165.62,164.99,165.62,166.10449999999997,167.62847644683671,164.58052355316323,47.982500050482116
1983-12-13,165.62,165.63,164.85,164.93,166.022,167.61468855778276,164.42931144221723,40.52410448060582
1983-12-14,164.93,164.93,163.25,163.33,165.9205,167.90208336477826,163.93891663522174,28.62088583971024
1983-12-15,163.33,163.33,161.66,161.66,165.6995,168.44488061784324,162.95411938215676,21.141942194261773
1983-12-16,161.69,162.39,161.58,162.39,165.5125,168.6200248231194,162.40497517688058,30.3250213794731
1983-12-19,162.34,162.88,162.27,162.32,165.374,168.79219527636383,161.95580472363616,29.939270825798673
1983-12-20,162.33,162.8,161.64,162.0,165.17149999999998,168.88792315306253,161.45507684693743,28.05673838059002
1983-12-21,162.0,163.57,161.99,163.56,165.0075,168.7033347821338,161.3116652178662,46.853992809792516
1983-12-22,163.56,164.18,163.17,163.53,164.836,168.4681279829046,161.20387201709542,46.583917509345284
1983-12-23,163.27,163.31,162.9,163.22,164.63799999999998,168.16225341104345,161.1137465889565,43.58823430861938
1983-12-27,163.22,164.76,163.22,164.76,164.549,167.95906497854267,161.13893502145734,58.781700920812064
1983-12-28,164.69,165.34,164.3,165.34,164.4205,167.4721499419838,161.36885005801622,63.10049860396141
1983-12-29,165.33,165.84,164.83,164.86,164.3435,167.25954833545768,161.42745166454233,57.36127986866576
1983-12-30,164.86,165.05,164.58,164.93,164.26550000000003,167.01870655160096,161.5122934483991,58.00401562492546
1984-01-03,164.93,164.93,163.98,164.04,164.1955,166.893612205538,161.497387794462,47.49987274900865
1984-01-04,164.09,166.78,164.04,166.78,164.2465,167.10303654844822,161.38996345155178,68.05194004074458
1984-01-05,166.78,169.1,166.78,168.81,164.4135,167.89366499911156,160.93333500088843,76.06256156688127
1984-01-06,168.81,169.31,168.49,169.28,164.582,168.64480483876386,160.51919516123613,77.56532698789248
1984-01-09,169.18,169.46,168.48,168.9,164.767,169.26223771398702,160.27176228601297,73.27394906464616
1984-01-10,168.9,169.54,167.87,167.95,164.9105,169.62566467312914,160.1953353268709,63.18930390553169
1984-01-11,167.95,168.07,167.27,167.8,165.01950000000002,169.90155942308309,160.13744057691696,61.64364071522366
1984-01-12,167.79,168.4,167.68,167.75,165.1605,170.19227053698097,160.12872946301906,61.06910176378118
1984-01-13,167.75,168.59,166.64,167.02,165.345,170.36475256257327,160.32524743742673,52.781750469298736
1984-01-16,167.02,167.55,166.77,167.18,165.621,170.3883137089966,160.8536862910034,54.34848159956959
1984-01-17,167.18,167.84,167.01,167.83,165.89299999999997,170.50226344155664,161.2837365584433,60.49314783333317
1984-01-18,167.83,168.34,167.02,167.55,166.1545,170.495901544249,161.81309845575103,56.69984493042673
1984-01-19,167.55,167.65,166.67,167.04,166.4065,170.2938900052114,162.51910999478858,50.09764459661322
1984-01-20,167.04,167.06,165.87,166.21,166.53900000000002,170.19142471733167,162.88657528266836,41.10890907945348
1984-01-23,166.21,166.21,164.83,164.87,166.606,170.07033497833146,163.14166502166853,30.81077521583053
1984-01-24,164.87,166.35,164.84,165.94,166.74200000000002,169.84094107550615,163.6430589244939,43.785491860798835
1984-01-25,165.94,167.12,164.74,164.84,166.746,169.8343577649288,163.65764223507122,35.81806100171109
1984-01-26,164.84,165.55,164.12,164.24,166.691,169.920729661163,163.461270338837,32.13755617624825
1984-01-27,164.24,164.33,163.07,163.94,166.645,170.00799052379628,163.28200947620374,30.3389981015644
