date,open,high,low,close,sma_20,upper_bb,lower_bb
1983-03-23,150.65,152.98,150.65,152.81,151.2365,154.33675652588778,148.13624347411223
1983-03-24,152.82,153.78,152.82,153.37,151.425,154.56449711024823,148.2855028897518
1983-03-25,153.37,153.71,152.3,152.67,151.5715,154.65284130055724,148.49015869944273
1983-03-28,152.67,152.67,151.56,151.85,151.76100000000002,154.36174402309757,149.16025597690248
1983-03-29,151.85,152.46,151.42,151.59,151.79649999999998,154.36580279299628,149.22719720700368
1983-03-30,151.6,153.39,151.6,153.39,151.851,154.50995032712132,149.19204967287868
1983-03-31,153.41,155.02,152.86,152.96,151.825,154.4264287572295,149.22357124277048
1983-04-04,152.92,153.02,152.23,153.02,151.7925,154.31182217283134,149.27317782716864
1983-04-05,153.04,153.92,151.81,151.9,151.704,154.06500246327116,149.34299753672886
1983-04-06,151.9,151.9,150.17,151.04,151.69299999999998,154.06473798144418,149.32126201855579
1983-04-07,151.04,151.76,150.81,151.76,151.6375,153.94433081760369,149.3306691823963
1983-04-08,151.77,152.85,151.39,152.85,151.69,154.05934812265087,149.32065187734912
1983-04-11,152.87,155.14,152.87,155.14,151.885,154.69869208654535,149.07130791345463
1983-04-12,155.15,155.82,154.78,155.82,152.1345,155.40256863936057,148.86643136063944
1983-04-13,155.82,157.22,155.82,156.77,152.4045,156.24820147808393,148.5607985219161
1983-04-14,156.8,158.12,156.55,158.12,152.82,157.23670036398846,148.40329963601152
1983-04-15,158.11,158.75,158.11,158.75,153.278,158.15967615735164,148.39632384264834
1983-04-18,158.75,159.75,158.41,159.74,153.77,159.17372970612283,148.3662702938772
1983-04-19,159.74,159.74,158.54,158.71,154.14600000000002,159.83293942292266,148.45906057707737
1983-04-20,158.71,160.83,158.71,160.71,154.6485,160.7958974810049,148.5011025189951
1983-04-21,160.73,161.08,159.96,160.05,155.0105,161.5426890422891,148.4783109577109
1983-04-22,160.04,160.76,160.02,160.42,155.363,162.2724355013532,148.4535644986468
1983-04-25,160.43,160.83,158.72,158.81,155.67000000000002,162.6211225901396,148.71887740986043
1983-04-26,158.81,161.81,158.07,161.81,156.168,163.38870298370858,148.94729701629143
1983-04-27,161.85,162.77,160.76,161.44,156.6605,163.91007922553848,149.41092077446154
1983-04-28,161.44,162.96,161.44,162.95,157.13850000000002,164.73260928216496,149.54439071783509
1983-04-29,162.97,164.43,162.72,164.43,157.71200000000002,165.69966048352018,149.72433951647986
1983-05-02,164.41,164.42,161.99,162.11,158.1665,166.0639886747884,150.26901132521164
1983-05-03,162.1,162.35,160.8,162.34,158.6885,166.2133144582819,151.1636855417181
1983-05-04,162.38,163.64,162.38,163.31,159.302,166.1735970716987,152.43040292830128
1983-05-05,163.35,164.3,163.35,164.28,159.928,166.15782165834025,153.69817834165974
1983-05-06,164.3,166.99,164.3,166.1,160.5905,166.45866738181869,154.7223326181813
1983-05-09,166.1,166.46,164.9,165.81,161.124,166.84397202790257,155.40402797209742
1983-05-10,165.82,166.4,165.74,165.95,161.6305,167.1638989744563,156.09710102554374
1983-05-11,165.95,166.3,164.53,164.96,162.04000000000002,167.26232454795735,156.8176754520427
1983-05-12,164.98,165.35,163.82,164.25,162.34650000000002,167.31342333023255,157.3795766697675
1983-05-13,164.26,165.23,164.26,164.91,162.6545,167.44315973997425,157.86584026002578
1983-05-16,164.9,164.9,162.33,163.4,162.8375,167.43303959949353,158.24196040050649
1983-05-17,163.4,163.71,162.55,163.71,163.0875,167.2623665279626,158.9126334720374
1983-05-18,163.73,165.18,163.16,163.27,163.2155,167.23763075240726,159.19336924759273
1983-05-19,163.27,163.61,161.98,161.99,163.3125,167.09991892391764,159.52508107608236
1983-05-20,161.97,162.14,161.25,162.14,163.3985,166.9819959408211,159.81500405917893
1983-05-23,162.06,163.5,160.29,163.43,163.6295,166.49035357155535,160.76864642844467
1983-05-24,163.45,165.59,163.45,165.54,163.816,166.6637167215687,160.9682832784313
1983-05-25,165.54,166.21,164.79,166.21,164.05450000000002,166.8630694054535,161.24593059454654
1983-05-26,166.22,166.39,165.27,165.48,164.181,167.0079522364827,161.35404776351731
1983-05-27,165.49,165.49,164.33,164.46,164.1825,167.01004031103227,161.35495968896774
1983-05-31,164.44,164.44,162.12,162.39,164.1965,166.98331312046702,161.40968687953296
1983-06-01,162.38,162.64,161.33,162.55,164.20700000000002,166.96580294406772,161.44819705593233
1983-06-02,162.56,164.0,162.56,163.98,164.24050000000003,166.96955208142757,161.5114479185725
1983-06-03,163.96,164.79,163.96,164.42,164.2475,166.97769663837545,161.51730336162456
1983-06-06,164.43,165.09,163.75,164.83,164.18400000000003,166.78898631171006,161.57901368829
1983-06-07,164.84,164.93,162.77,162.77,164.032,166.59188157620557,161.47211842379446
1983-06-08,162.78,162.78,161.35,161.36,163.80249999999998,166.45953336745617,161.1454666325438
1983-06-09,161.37,161.92,160.8,161.83,163.64600000000002,166.38347021132302,160.90852978867701
1983-06-10,161.86,162.76,161.86,162.68,163.5675,166.32203215054884,160.81296784945116
1983-06-13,162.7,164.84,162.7,164.84,163.56400000000002,166.31151868917297,160.81648131082707
1983-06-14,164.87,165.93,164.87,165.53,163.6705,166.5530608132512,160.78793918674882
1983-06-15,165.52,167.12,165.07,167.12,163.84099999999998,167.11078447704153,160.57121552295843
1983-06-16,167.11,169.38,167.11,169.14,164.1345,168.15589266266733,160.11310733733268
1983-06-17,169.11,169.64,168.6,169.13,164.4915,168.95473590423228,160.02826409576772
1983-06-20,169.13,170.1,168.59,169.02,164.8355,169.58686091307553,160.08413908692447
1983-06-21,169.03,170.6,168.25,170.53,165.1905,170.52489080525078,159.8561091947492
1983-06-22,170.53,171.6,170.42,170.99,165.46300000000002,171.39581010900065,159.5301898909994
1983-06-23,170.99,171.0,170.13,170.57,165.68099999999998,172.0348563507764,159.32714364922356
1983-06-24,170.57,170.69,170.03,170.41,165.9275,172.62191833485863,159.23308166514138
1983-06-27,170.4,170.46,168.32,168.46,166.1275,172.87610414417108,159.37889585582892
1983-06-28,168.45,168.81,165.67,165.68,166.292,172.81358392126418,159.77041607873582
1983-06-29,165.78,166.64,165.43,166.64,166.4965,172.77603493081727,160.21696506918272
1983-06-30,167.64,167.64,167.64,167.64,166.6795,172.86283405211023,160.49616594788975
1983-07-01,168.11,168.64,167.77,168.64,166.89050000000003,173.0370864724369,160.74391352756317
1983-07-05,166.55,168.8,165.8,166.6,166.97899999999998,173.05118992837853,160.90681007162144
1983-07-06,166.71,168.88,166.49,168.48,167.2645,173.03277430182013,161.49622569817987
1983-07-07,168.48,169.15,167.08,167.56,167.5745,172.6289174530266,162.5200825469734
1983-07-08,167.56,167.98,166.95,167.08,167.837,172.12200494380193,163.55199505619805
1983-07-11,167.09,168.11,167.09,168.11,168.1085,171.6394654263517,164.57753457364828
1983-07-12,168.05,168.05,165.51,165.53,168.14299999999997,171.55083678877568,164.73516321122426
1983-07-13,165.0,165.68,164.77,165.46,168.1395,171.55876107745158,164.72023892254842
1983-07-14,165.61,166.96,165.61,166.01,168.084,171.6073859313221,164.5606140686779
1983-07-15,166.01,166.04,164.03,164.29,167.8415,171.70961133024164,163.97338866975835
1983-07-18,164.28,164.29,163.3,163.95,167.5825,171.76800820658073,163.3969917934193
1983-07-19,163.95,165.18,163.95,164.82,167.3725,171.67417103393515,163.07082896606485
1983-07-20,164.89,169.29,164.89,169.29,167.3105,171.4533669198727,163.16763308012727
1983-07-21,169.29,169.8,168.33,169.06,167.214,171.07641484320868,163.35158515679132
1983-07-22,168.51,169.08,168.4,168.89,167.13,170.75060768379925,163.50939231620075
1983-07-25,167.67,169.74,167.63,169.53,167.08599999999998,170.55707385173474,163.61492614826523
1983-07-26,169.62,170.63,169.26,170.53,167.1895,170.9448805609926,163.43411943900742
1983-07-27,170.68,170.72,167.49,167.59,167.285,170.97533160683525,163.59466839316474
1983-07-28,167.32,167.79,164.99,165.04,167.20499999999998,171.0214215810359,163.38857841896407
1983-07-29,165.03,165.03,161.5,162.56,166.951,171.28642519009767,162.6155748099023
1983-08-01,162.34,162.78,161.55,162.04,166.62099999999998,171.39742852701372,161.84457147298625
1983-08-02,162.06,163.04,161.97,162.01,166.3915,171.59423723503588,161.18876276496414
1983-08-03,162.01,163.44,161.52,163.44,166.1395,171.40417262939715,160.87482737060284
1983-08-04,163.28,163.42,159.63,161.33,165.828,171.46299441927408,160.19300558072592
1983-08-05,161.33,161.88,160.89,161.74,165.56099999999998,171.4466825387847,159.67531746121526
1983-08-08,161.73,161.73,159.18,159.18,165.1145,171.51809265938707,158.71090734061292
1983-08-09,159.2,160.14,158.5,160.13,164.8445,171.618958144965,158.07004185503502
1983-08-10,160.11,161.77,159.47,161.54,164.6485,171.57314181099025,157.72385818900977
1983-08-11,161.55,162.14,161.41,161.54,164.425,171.45240050763616,157.39759949236387
1983-08-12,161.55,162.6,161.55,162.16,164.3185,171.41869799575585,157.21830200424415
1983-08-15,162.22,164.76,162.22,163.7,164.30599999999998,171.40980891160646,157.2021910883935
1983-08-16,163.74,163.84,162.72,163.41,164.2355,171.3458141539885,157.1251858460115
1983-08-17,163.58,165.4,163.43,165.29,164.0355,170.76184560984987,157.30915439015016
1983-08-18,165.29,165.91,163.55,163.55,163.76,170.0575316802019,157.4624683197981
1983-08-19,163.58,164.27,163.22,163.98,163.5145,169.33471694296242,157.69428305703758
1983-08-22,164.18,165.64,163.77,164.34,163.255,168.36544956308455,158.14455043691544
1983-08-23,164.33,164.33,162.54,162.77,162.86700000000002,166.6604297770848,159.07357022291524
1983-08-24,162.77,162.77,161.2,161.25,162.55,165.68389617938237,159.41610382061765
1983-08-25,161.27,161.28,159.96,160.84,162.34,165.33097590128955,159.34902409871046
1983-08-26,160.85,162.16,160.25,162.14,162.31900000000002,165.30936980638467,159.32863019361537
1983-08-29,162.14,162.32,160.97,162.25,162.3295,165.31721854518673,159.34178145481326
1983-08-30,162.25,163.13,162.11,162.58,162.358,165.34375988740769,159.37224011259232
1983-08-31,162.55,164.4,162.32,164.4,162.406,165.49411235137688,159.31788764862313
1983-09-01,164.4,164.66,163.95,164.23,162.551,165.6981551063059,159.40384489369407
1983-09-02,164.25,165.07,164.21,165.0,162.714,166.01807340303162,159.40992659696838
1983-09-06,165.2,167.9,165.03,167.89,163.1495,166.7729294601414,159.52607053985858
1983-09-07,167.9,168.48,167.46,167.96,163.541,167.46989377761454,159.61210622238545
1983-09-08,167.96,168.14,167.12,167.77,163.8525,168.08922601998404,159.61577398001594
1983-09-09,167.77,167.77,166.91,166.92,164.1215,168.42269824185982,159.82030175814018
1983-09-12,166.95,169.2,165.27,165.48,164.2875,168.52575622036494,160.04924377963505
1983-09-13,165.48,165.48,164.17,164.8,164.34250000000003,168.57720312138935,160.1077968786107
1983-09-14,164.8,165.42,164.63,165.35,164.4395,168.67314208018894,160.20585791981108
1983-09-15,165.39,165.58,164.38,164.38,164.39399999999998,168.60867311587418,160.17932688412577
1983-09-16,164.42,166.57,164.39,166.25,164.529,168.80240317976558,160.25559682023442
1983-09-19,166.27,168.09,166.26,167.62,164.711,169.19100892856125,160.23099107143878
1983-09-20,167.64,169.38,167.64,169.24,164.956,169.86589291339848,160.0461070866015
1983-09-21,169.27,169.3,168.21,168.41,165.238,170.26570262487735,160.21029737512265
1983-09-22,168.4,169.78,168.22,169.76,165.6635,170.71049712700412,160.61650287299588
1983-09-23,169.76,170.17,168.88,169.51,166.09699999999998,170.88214851554025,161.3118514844597
1983-09-26,169.53,170.41,169.16,170.07,166.49349999999998,171.2118060073436,161.77519399265637
1983-09-27,170.02,170.02,167.95,168.43,166.8025,171.14517865432435,162.45982134567566
1983-09-28,168.42,168.53,167.52,168.0,167.07350000000002,170.9591078573423,163.18789214265774
1983-09-29,168.02,168.35,167.23,167.23,167.21499999999997,170.89114500601517,163.53885499398478
1983-09-30,167.23,167.23,165.63,166.07,167.307,170.7535305209103,163.8604694790897
1983-10-03,165.99,166.07,164.93,165.81,167.3475,170.69757226944637,163.99742773055362
1983-10-04,165.81,166.8,165.81,166.27,167.2665,170.6396027415794,163.8933972584206
1983-10-05,166.29,167.74,165.92,167.74,167.2555,170.62050551340567,163.89049448659435
1983-10-06,167.76,170.28,167.76,170.28,167.381,171.00412397916608,163.75787602083392
1983-10-07,170.32,171.1,170.31,170.8,167.575,171.49734355294834,163.65265644705164
1983-10-10,170.77,172.65,170.05,172.65,167.9335,172.33143863196307,163.53556136803695
1983-10-11,172.59,172.59,170.34,170.34,168.21049999999997,172.47323188904502,163.9477681109549
1983-10-12,170.34,170.84,169.34,169.62,168.424,172.50745261551356,164.34054738448646
1983-10-13,169.63,170.12,169.13,169.87,168.69850000000002,172.35289187827286,165.0441081217272
1983-10-14,169.88,169.99,169.18,169.86,168.87900000000002,172.3774682362409,165.38053176375914
1983-10-17,169.85,171.18,169.63,170.43,169.0195,172.53075393705905,165.50824606294094
1983-10-18,170.41,170.41,167.67,167.81,168.948,172.49836899490552,165.3976310050945
1983-10-19,167.81,167.81,165.67,166.73,168.864,172.5450547687467,165.1829452312533
1983-10-20,166.77,167.35,166.44,166.98,168.725,172.47293978494392,164.97706021505607
1983-10-21,166.97,167.23,164.98,165.95,168.54699999999997,172.4719329863521,164.62206701364784
1983-10-24,165.85,165.99,163.85,165.99,168.34300000000002,172.3577260508215,164.32827394917854
1983-10-25,166.0,167.15,166.0,166.47,168.245,172.3455545196239,164.1444454803761
1983-10-26,166.49,166.65,165.36,165.38,168.11399999999998,172.41024266686813,163.81775733313182
1983-10-27,165.31,165.38,164.41,164.84,167.99450000000002,172.52105544653034,163.4679445534697
1983-10-28,164.89,165.19,163.23,163.37,167.8595,172.7722952167877,162.94670478321228
1983-10-31,163.37,164.58,162.86,163.55,167.74650000000003,172.95297077152307,162.54002922847698
1983-11-01,163.55,163.66,162.37,163.66,167.616,173.10164979598568,162.13035020401435
1983-11-02,165.21,165.21,163.55,164.84,167.471,173.09442806105687,161.84757193894313
1983-11-03,164.84,164.85,163.42,163.45,167.1295,172.86314025086185,161.39585974913817
1983-11-04,162.68,163.45,162.22,162.44,166.7115,172.53665154535082,160.88634845464918
1983-11-07,162.42,162.56,161.84,161.91,166.1745,171.66516375049866,160.68383624950133
1983-11-08,161.91,162.15,161.63,161.76,165.74550000000002,171.2064753322035,160.28452466779655
1983-11-09,161.74,163.97,161.74,163.97,165.463,170.65814388636036,160.26785611363962
1983-11-10,163.99,164.71,163.97,164.41,165.19,169.96706802833663,160.41293197166337
1983-11-11,164.41,166.3,164.34,166.29,165.0115,169.29514466067565,160.72785533932438
1983-11-14,166.29,167.58,166.27,166.58,164.81900000000002,168.35883585703132,161.2791641429687
1983-11-15,166.58,166.59,165.28,165.36,164.69650000000001,167.9592419853776,161.43375801462244
1983-11-16,165.36,166.41,165.34,166.08,164.66400000000002,167.85358436493541,161.47441563506462
1983-11-17,166.08,166.49,165.51,166.13,164.6215,167.70193247134458,161.54106752865542
1983-11-18,166.08,166.13,164.5,165.09,164.57850000000002,167.6043762976052,161.55262370239484
1983-11-21,165.04,166.05,165.0,166.05,164.5815,167.61338164607017,161.54961835392984
1983-11-22,166.05,167.26,166.05,166.84,164.6,167.6844602018554,161.5155397981446
1983-11-23,166.88,167.21,166.26,166.96,164.679,167.92431662553713,161.43368337446287
1983-11-25,167.02,167.2,166.73,167.18,164.796,168.22904928138362,161.36295071861636
1983-11-28,167.2,167.22,166.21,166.54,164.9545,168.40301745414845,161.50598254585154
1983-11-29,166.54,167.92,166.17,167.91,165.17249999999999,168.79407787653074,161.55092212346923
1983-11-30,167.91,168.07,166.33,166.4,165.3095,168.89731255744442,161.7216874425556
1983-12-01,166.37,166.77,166.08,166.49,165.392,169.01011000385384,161.77388999614615
1983-12-02,166.49,166.7,165.25,165.44,165.4915,168.99229254184533,161.99070745815467
1983-12-05,165.44,165.79,164.71,165.76,165.6575,168.85035963229925,162.46464036770075
1983-12-06,165.77,165.93,165.34,165.47,165.8355,168.50228971207105,163.16871028792895
1983-12-07,165.47,166.34,165.35,165.91,166.043,167.89633951784555,164.18966048215447
1983-12-08,165.91,166.01,164.86,165.2,166.1045,167.73663099319086,164.47236900680915
1983-12-09,165.2,165.29,164.5,165.08,166.138,167.64651059343748,164.62948940656253
1983-12-12,165.13,165.62,164.99,165.62,166.10449999999997,167.62847644683671,164.58052355316323
1983-12-13,165.62,165.63,164.85,164.93,166.022,167.61468855778276,164.42931144221723
1983-12-14,164.93,164.93,163.25,163.33,165.9205,167.90208336477826,163.93891663522174
1983-12-15,163.33,163.33,161.66,161.66,165.6995,168.44488061784324,162.95411938215676
1983-12-16,161.69,162.39,161.58,162.39,165.5125,168.6200248231194,162.40497517688058
1983-12-19,162.34,162.88,162.27,162.32,165.374,168.79219527636383,161.95580472363616
1983-12-20,162.33,162.8,161.64,162.0,165.17149999999998,168.88792315306253,161.45507684693743
1983-12-21,162.0,163.57,161.99,163.56,165.0075,168.7033347821338,161.3116652178662
1983-12-22,163.56,164.18,163.17,163.53,164.836,168.4681279829046,161.20387201709542
1983-12-23,163.27,163.31,162.9,163.22,164.63799999999998,168.16225341104345,161.1137465889565
1983-12-27,163.22,164.76,163.22,164.76,164.549,167.95906497854267,161.13893502145734
1983-12-28,164.69,165.34,164.3,165.34,164.4205,167.4721499419838,161.36885005801622
1983-12-29,165.33,165.84,164.83,164.86,164.3435,167.25954833545768,161.42745166454233
1983-12-30,164.86,165.05,164.58,164.93,164.26550000000003,167.01870655160096,161.5122934483991
1984-01-03,164.93,164.93,163.98,164.04,164.1955,166.893612205538,161.497387794462
1984-01-04,164.09,166.78,164.04,166.78,164.2465,167.10303654844822,161.38996345155178
1984-01-05,166.78,169.1,166.78,168.81,164.4135,167.89366499911156,160.93333500088843
1984-01-06,168.81,169.31,168.49,169.28,164.582,168.64480483876386,160.51919516123613
1984-01-09,169.18,169.46,168.48,168.9,164.767,169.26223771398702,160.27176228601297
1984-01-10,168.9,169.54,167.87,167.95,164.9105,169.62566467312914,160.1953353268709
1984-01-11,167.95,168.07,167.27,167.8,165.01950000000002,169.90155942308309,160.13744057691696
1984-01-12,167.79,168.4,167.68,167.75,165.1605,170.19227053698097,160.12872946301906
1984-01-13,167.75,168.59,166.64,167.02,165.345,170.36475256257327,160.32524743742673
1984-01-16,167.02,167.55,166.77,167.18,165.621,170.3883137089966,160.8536862910034
1984-01-17,167.18,167.84,167.01,167.83,165.89299999999997,170.50226344155664,161.2837365584433
1984-01-18,167.83,168.34,167.02,167.55,166.1545,170.495901544249,161.81309845575103
1984-01-19,167.55,167.65,166.67,167.04,166.4065,170.2938900052114,162.51910999478858
1984-01-20,167.04,167.06,165.87,166.21,166.53900000000002,170.19142471733167,162.88657528266836
1984-01-23,166.21,166.21,164.83,164.87,166.606,170.07033497833146,163.14166502166853
1984-01-24,164.87,166.35,164.84,165.94,166.74200000000002,169.84094107550615,163.6430589244939
1984-01-25,165.94,167.12,164.74,164.84,166.746,169.8343577649288,163.65764223507122
1984-01-26,164.84,165.55,164.12,164.24,166.691,169.920729661163,163.461270338837
1984-01-27,164.24,164.33,163.07,163.94,166.645,170.00799052379628,163.28200947620374
1984-01-30,164.4,164.67,162.4,162.87,166.54199999999997,170.23604413959129,162.84795586040866
1984-01-31,162.87,163.6,162.03,163.41,166.5105,170.303787561773,162.71721243822702
1984-02-01,163.41,164.0,162.27,162.74,166.3085,170.4551753962773,162.16182460372272
1984-02-02,162.74,163.36,162.24,163.36,166.036,170.20674725098098,161.86525274901902
1984-02-03,163.44,163.98,160.82,160.91,165.6175,170.0867251771641,161.1482748228359
1984-02-06,160.91,160.91,158.02,158.08,165.07649999999998,170.4088610846256,159.74413891537435
1984-02-07,157.91,158.81,157.01,158.74,164.616,170.46884240438055,158.76315759561948
1984-02-08,158.74,159.07,155.67,155.85,164.0185,170.8592394952662,157.17776050473378
1984-02-09,155.85,156.17,154.3,155.42,163.402,171.00654600880225,155.79745399119773
1984-02-10,155.42,156.52,155.42,156.3,162.866,170.8960865827404,154.83591341725963
1984-02-13,156.3,156.32,154.13,154.95,162.2545,170.75050147437747,153.75849852562254
1984-02-14,154.95,156.61,154.95,156.61,161.69350000000003,170.12082966384673,153.26617033615332
1984-02-15,156.61,157.48,156.1,156.25,161.1285,169.41664060793107,152.84035939206893
1984-02-16,155.94,156.44,155.44,156.13,160.583,168.66652216093397,152.49947783906603
1984-02-17,156.13,156.8,155.51,155.74,160.0595,167.96274776678254,152.1562522332175
1984-02-21,155.71,155.74,154.47,154.64,159.548,167.46452129875743,151.63147870124257
1984-02-22,154.52,155.1,153.94,154.31,158.9665,166.60993343902717,151.32306656097282
1984-02-23,154.02,154.45,152.13,154.29,158.439,165.8276310960611,151.05036890393887
1984-02-24,154.31,157.51,154.29,157.51,158.10250000000002,164.97361689381128,151.23138310618876
1984-02-27,157.51,159.58,157.08,159.3,157.8705,164.20402475241642,151.53697524758357
1984-02-28,159.3,159.3,156.59,156.82,157.568,163.45854049883536,151.67745950116466
1984-02-29,156.82,158.27,156.41,157.06,157.2505,162.46042362808944,152.04057637191053
1984-03-01,157.06,158.19,156.77,158.19,157.023,161.58009094650694,152.46590905349305
1984-03-02,158.19,159.9,158.19,159.24,156.817,160.4459021103241,153.1880978896759
1984-03-05,159.24,159.24,157.59,157.89,156.666,159.7946479339702,153.5373520660298
1984-03-06,157.89,158.37,156.21,156.25,156.5745,159.6353321881818,153.5136678118182
1984-03-07,156.25,156.25,153.81,154.57,156.36599999999999,159.37337619511538,153.3586238048846
1984-03-08,154.57,155.8,154.35,155.19,156.333,159.37845977861429,153.2875402213857
1984-03-09,155.12,155.19,153.77,154.35,156.2795,159.42833086072804,153.130669139272
1984-03-12,154.35,156.35,154.35,156.34,156.2815,159.43043649549034,153.13256350450965
1984-03-13,156.34,157.93,156.34,156.78,156.373,159.46486436687596,153.28113563312402
1984-03-14,156.78,157.17,156.22,156.77,156.381,159.47627245633512,153.28572754366488
1984-03-15,156.78,158.05,156.73,157.41,156.439,159.5672340738909,153.3107659261091
1984-03-16,157.41,160.45,157.41,159.27,156.596,159.96486299732362,153.2271370026764
1984-03-19,159.27,159.27,157.28,157.78,156.698,160.0812379383318,153.3147620616682
1984-03-20,157.78,159.17,157.78,158.86,156.90900000000002,160.27815982030182,153.53984017969822
1984-03-21,158.86,159.26,158.59,158.66,157.12650000000002,160.34759674032392,153.90540325967612
1984-03-22,158.66,158.67,156.61,156.69,157.24650000000003,160.1894757586138,154.30352424138624
1984-03-23,156.69,156.92,156.02,156.86,157.214,160.1590790356652,154.2689209643348
1984-03-26,156.86,157.18,156.31,156.67,157.08249999999998,159.86582534928976,154.2991746507102
1984-03-27,156.67,157.3,156.61,157.3,157.1065,159.88857249517696,154.32442750482306
1984-03-28,157.3,159.9,157.3,159.88,157.2475,160.29302043776445,154.20197956223555
1984-03-29,159.88,160.46,159.52,159.52,157.31400000000002,160.50096952242112,154.12703047757893
1984-03-30,159.52,159.52,158.92,159.18,157.31099999999998,160.49043987122505,154.1315601287749
1984-04-02,159.18,159.87,157.63,157.98,157.3155,160.4986429354283,154.13235706457166
1984-04-03,157.99,158.27,157.17,157.66,157.386,160.53202104586913,154.23997895413086
1984-04-04,157.66,158.11,157.29,157.54,157.53449999999998,160.3875941652508,154.68140583474917
1984-04-05,157.54,158.1,154.96,155.04,157.527,160.4067083185626,154.64729168143737
1984-04-06,155.04,155.48,154.12,155.48,157.5835,160.2361433688123,154.93085663118768
