Date,Open,High,Low,Close,Adj Close,Volume
1983-03-09,151.25,152.87,150.84,152.87,152.87,84250000
1983-03-10,152.87,154.01,151.75,151.8,151.8,95410000
1983-03-11,151.75,151.75,150.65,151.24,151.24,67240000
1983-03-14,151.28,151.3,150.24,150.83,150.83,61890000
1983-03-15,150.83,151.37,150.4,151.37,151.37,62410000
1983-03-16,151.36,151.62,149.78,149.81,149.81,83570000
1983-03-17,149.8,149.8,149.12,149.59,149.59,70290000
1983-03-18,149.59,150.29,149.56,149.9,149.9,75110000
1983-03-21,149.82,151.2,149.32,151.19,151.19,72160000
1983-03-22,151.21,151.59,150.6,150.66,150.66,79610000
1983-03-23,150.65,152.98,150.65,152.81,152.81,94980000
1983-03-24,152.82,153.78,152.82,153.37,153.37,92340000
1983-03-25,153.37,153.71,152.3,152.67,152.67,77330000
1983-03-28,152.67,152.67,151.56,151.85,151.85,58510000
1983-03-29,151.85,152.46,151.42,151.59,151.59,65300000
1983-03-30,151.6,153.39,151.6,153.39,153.39,75800000
1983-03-31,153.41,155.02,152.86,152.96,152.96,100570000
1983-04-04,152.92,153.02,152.23,153.02,153.02,66010000
1983-04-05,153.04,153.92,151.81,151.9,151.9,76810000
1983-04-06,151.9,151.9,150.17,151.04,151.04,77140000
1983-04-07,151.04,151.76,150.81,151.76,151.76,69480000
1983-04-08,151.77,152.85,151.39,152.85,152.85,67710000
1983-04-11,152.87,155.14,152.87,155.14,155.14,81440000
1983-04-12,155.15,155.82,154.78,155.82,155.82,79900000
1983-04-13,155.82,157.22,155.82,156.77,156.77,100520000
1983-04-14,156.8,158.12,156.55,158.12,158.12,90160000
1983-04-15,158.11,158.75,158.11,158.75,158.75,89590000
1983-04-18,158.75,159.75,158.41,159.74,159.74,88560000
1983-04-19,159.74,159.74,158.54,158.71,158.71,91210000
1983-04-20,158.71,160.83,158.71,160.71,160.71,110240000
1983-04-21,160.73,161.08,159.96,160.05,160.05,106170000
1983-04-22,160.04,160.76,160.02,160.42,160.42,92270000
1983-04-25,160.43,160.83,158.72,158.81,158.81,90150000
1983-04-26,158.81,161.81,158.07,161.81,161.81,91210000
1983-04-27,161.85,162.77,160.76,161.44,161.44,118140000
1983-04-28,161.44,162.96,161.44,162.95,162.95,94410000
1983-04-29,162.97,164.43,162.72,164.43,164.43,105750000
1983-05-02,164.41,164.42,161.99,162.11,162.11,88170000
1983-05-03,162.1,162.35,160.8,162.34,162.34,89550000
1983-05-04,162.38,163.64,162.38,163.31,163.31,101690000
1983-05-05,163.35,164.3,163.35,164.28,164.28,107860000
1983-05-06,164.3,166.99,164.3,166.1,166.1,128200000
1983-05-09,166.1,166.46,164.9,165.81,165.81,93670000
1983-05-10,165.82,166.4,165.74,165.95,165.95,104010000
1983-05-11,165.95,166.3,164.53,164.96,164.96,99820000
1983-05-12,164.98,165.35,163.82,164.25,164.25,84060000
1983-05-13,164.26,165.23,164.26,164.91,164.91,83110000
1983-05-16,164.9,164.9,162.33,163.4,163.4,76250000
1983-05-17,163.4,163.71,162.55,163.71,163.71,79510000
1983-05-18,163.73,165.18,163.16,163.27,163.27,99780000
1983-05-19,163.27,163.61,161.98,161.99,161.99,83260000
1983-05-20,161.97,162.14,161.25,162.14,162.14,73150000
1983-05-23,162.06,163.5,160.29,163.43,163.43,84960000
1983-05-24,163.45,165.59,163.45,165.54,165.54,109850000
1983-05-25,165.54,166.21,164.79,166.21,166.21,121050000
1983-05-26,166.22,166.39,165.27,165.48,165.48,94980000
1983-05-27,165.49,165.49,164.33,164.46,164.46,76290000
1983-05-31,164.44,164.44,162.12,162.39,162.39,73910000
1983-06-01,162.38,162.64,161.33,162.55,162.55,84460000
1983-06-02,162.56,164.0,162.56,163.98,163.98,89750000
1983-06-03,163.96,164.79,163.96,164.42,164.42,83110000
1983-06-06,164.43,165.09,163.75,164.83,164.83,87670000
1983-06-07,164.84,164.93,162.77,162.77,162.77,88550000
1983-06-08,162.78,162.78,161.35,161.36,161.36,96600000
1983-06-09,161.37,161.92,160.8,161.83,161.83,87440000
1983-06-10,161.86,162.76,161.86,162.68,162.68,78470000
1983-06-13,162.7,164.84,162.7,164.84,164.84,90700000
1983-06-14,164.87,165.93,164.87,165.53,165.53,97710000
1983-06-15,165.52,167.12,165.07,167.12,167.12,93410000
1983-06-16,167.11,169.38,167.11,169.14,169.14,124560000
1983-06-17,169.11,169.64,168.6,169.13,169.13,93630000
1983-06-20,169.13,170.1,168.59,169.02,169.02,84270000
1983-06-21,169.03,170.6,168.25,170.53,170.53,102880000
1983-06-22,170.53,171.6,170.42,170.99,170.99,110270000
1983-06-23,170.99,171.0,170.13,170.57,170.57,89590000
1983-06-24,170.57,170.69,170.03,170.41,170.41,80810000
1983-06-27,170.4,170.46,168.32,168.46,168.46,69360000
1983-06-28,168.45,168.81,165.67,165.68,165.68,82730000
1983-06-29,165.78,166.64,165.43,166.64,166.64,81580000
1983-06-30,167.64,167.64,167.64,167.64,167.64,76310000
1983-07-01,168.11,168.64,167.77,168.64,168.64,65110000
1983-07-05,166.55,168.8,165.8,166.6,166.6,67320000
1983-07-06,166.71,168.88,166.49,168.48,168.48,85670000
1983-07-07,168.48,169.15,167.08,167.56,167.56,97130000
1983-07-08,167.56,167.98,166.95,167.08,167.08,66520000
1983-07-11,167.09,168.11,167.09,168.11,168.11,61610000
1983-07-12,168.05,168.05,165.51,165.53,165.53,70220000
1983-07-13,165.0,165.68,164.77,165.46,165.46,68900000
1983-07-14,165.61,166.96,165.61,166.01,166.01,83500000
1983-07-15,166.01,166.04,164.03,164.29,164.29,63160000
1983-07-18,164.28,164.29,163.3,163.95,163.95,69110000
1983-07-19,163.95,165.18,163.95,164.82,164.82,74030000
1983-07-20,164.89,169.29,164.89,169.29,169.29,109310000
1983-07-21,169.29,169.8,168.33,169.06,169.06,101830000
1983-07-22,168.51,169.08,168.4,168.89,168.89,68850000
1983-07-25,167.67,169.74,167.63,169.53,169.53,73680000
1983-07-26,169.62,170.63,169.26,170.53,170.53,91280000
1983-07-27,170.68,170.72,167.49,167.59,167.59,99290000
1983-07-28,167.32,167.79,164.99,165.04,165.04,78410000
1983-07-29,165.03,165.03,161.5,162.56,162.56,95240000
1983-08-01,162.34,162.78,161.55,162.04,162.04,77210000
1983-08-02,162.06,163.04,161.97,162.01,162.01,74460000
1983-08-03,162.01,163.44,161.52,163.44,163.44,80370000
1983-08-04,163.28,163.42,159.63,161.33,161.33,100870000
1983-08-05,161.33,161.88,160.89,161.74,161.74,67850000
1983-08-08,161.73,161.73,159.18,159.18,159.18,71460000
1983-08-09,159.2,160.14,158.5,160.13,160.13,81420000
1983-08-10,160.11,161.77,159.47,161.54,161.54,82900000
1983-08-11,161.55,162.14,161.41,161.54,161.54,70630000
1983-08-12,161.55,162.6,161.55,162.16,162.16,71840000
1983-08-15,162.22,164.76,162.22,163.7,163.7,83200000
1983-08-16,163.74,163.84,162.72,163.41,163.41,71780000
1983-08-17,163.58,165.4,163.43,165.29,165.29,87800000
1983-08-18,165.29,165.91,163.55,163.55,163.55,82280000
1983-08-19,163.58,164.27,163.22,163.98,163.98,58950000
1983-08-22,164.18,165.64,163.77,164.34,164.34,76420000
1983-08-23,164.33,164.33,162.54,162.77,162.77,66800000
1983-08-24,162.77,162.77,161.2,161.25,161.25,72200000
1983-08-25,161.27,161.28,159.96,160.84,160.84,70140000
1983-08-26,160.85,162.16,160.25,162.14,162.14,61650000
1983-08-29,162.14,162.32,160.97,162.25,162.25,53030000
1983-08-30,162.25,163.13,162.11,162.58,162.58,62370000
1983-08-31,162.55,164.4,162.32,164.4,164.4,80800000
1983-09-01,164.4,164.66,163.95,164.23,164.23,76120000
1983-09-02,164.25,165.07,164.21,165.0,165.0,59300000
1983-09-06,165.2,167.9,165.03,167.89,167.89,87500000
1983-09-07,167.9,168.48,167.46,167.96,167.96,94240000
1983-09-08,167.96,168.14,167.12,167.77,167.77,79250000
1983-09-09,167.77,167.77,166.91,166.92,166.92,77990000
1983-09-12,166.95,169.2,165.27,165.48,165.48,114020000
1983-09-13,165.48,165.48,164.17,164.8,164.8,73970000
1983-09-14,164.8,165.42,164.63,165.35,165.35,73370000
1983-09-15,165.39,165.58,164.38,164.38,164.38,70420000
1983-09-16,164.42,166.57,164.39,166.25,166.25,75530000
1983-09-19,166.27,168.09,166.26,167.62,167.62,85630000
1983-09-20,167.64,169.38,167.64,169.24,169.24,103050000
1983-09-21,169.27,169.3,168.21,168.41,168.41,91280000
1983-09-22,168.4,169.78,168.22,169.76,169.76,97050000
1983-09-23,169.76,170.17,168.88,169.51,169.51,93180000
1983-09-26,169.53,170.41,169.16,170.07,170.07,86400000
1983-09-27,170.02,170.02,167.95,168.43,168.43,81100000
1983-09-28,168.42,168.53,167.52,168.0,168.0,75820000
1983-09-29,168.02,168.35,167.23,167.23,167.23,73730000
1983-09-30,167.23,167.23,165.63,166.07,166.07,70860000
1983-10-03,165.99,166.07,164.93,165.81,165.81,77230000
1983-10-04,165.81,166.8,165.81,166.27,166.27,90270000
1983-10-05,166.29,167.74,165.92,167.74,167.74,101710000
1983-10-06,167.76,170.28,167.76,170.28,170.28,118270000
1983-10-07,170.32,171.1,170.31,170.8,170.8,103630000
1983-10-10,170.77,172.65,170.05,172.65,172.65,67050000
1983-10-11,172.59,172.59,170.34,170.34,170.34,79510000
1983-10-12,170.34,170.84,169.34,169.62,169.62,75630000
1983-10-13,169.63,170.12,169.13,169.87,169.87,67750000
1983-10-14,169.88,169.99,169.18,169.86,169.86,71600000
1983-10-17,169.85,171.18,169.63,170.43,170.43,77730000
1983-10-18,170.41,170.41,167.67,167.81,167.81,91080000
1983-10-19,167.81,167.81,165.67,166.73,166.73,107790000
1983-10-20,166.77,167.35,166.44,166.98,166.98,86000000
1983-10-21,166.97,167.23,164.98,165.95,165.95,91640000
1983-10-24,165.85,165.99,163.85,165.99,165.99,85420000
1983-10-25,166.0,167.15,166.0,166.47,166.47,82530000
1983-10-26,166.49,166.65,165.36,165.38,165.38,79570000
1983-10-27,165.31,165.38,164.41,164.84,164.84,79570000
1983-10-28,164.89,165.19,163.23,163.37,163.37,81180000
1983-10-31,163.37,164.58,162.86,163.55,163.55,79460000
1983-11-01,163.55,163.66,162.37,163.66,163.66,84460000
1983-11-02,165.21,165.21,163.55,164.84,164.84,95210000
1983-11-03,164.84,164.85,163.42,163.45,163.45,85350000
1983-11-04,162.68,163.45,162.22,162.44,162.44,72080000
1983-11-07,162.42,162.56,161.84,161.91,161.91,69400000
1983-11-08,161.91,162.15,161.63,161.76,161.76,64900000
1983-11-09,161.74,163.97,161.74,163.97,163.97,83100000
1983-11-10,163.99,164.71,163.97,164.41,164.41,88730000
1983-11-11,164.41,166.3,164.34,166.29,166.29,74270000
1983-11-14,166.29,167.58,166.27,166.58,166.58,86880000
1983-11-15,166.58,166.59,165.28,165.36,165.36,77840000
1983-11-16,165.36,166.41,165.34,166.08,166.08,83380000
1983-11-17,166.08,166.49,165.51,166.13,166.13,80740000
1983-11-18,166.08,166.13,164.5,165.09,165.09,88280000
1983-11-21,165.04,166.05,165.0,166.05,166.05,97740000
1983-11-22,166.05,167.26,166.05,166.84,166.84,117550000
1983-11-23,166.88,167.21,166.26,166.96,166.96,108080000
1983-11-25,167.02,167.2,166.73,167.18,167.18,57820000
1983-11-28,167.2,167.22,166.21,166.54,166.54,78210000
1983-11-29,166.54,167.92,166.17,167.91,167.91,100460000
1983-11-30,167.91,168.07,166.33,166.4,166.4,120130000
1983-12-01,166.37,166.77,166.08,166.49,166.49,106970000
1983-12-02,166.49,166.7,165.25,165.44,165.44,93960000
1983-12-05,165.44,165.79,164.71,165.76,165.76,88330000
1983-12-06,165.77,165.93,165.34,165.47,165.47,89690000
1983-12-07,165.47,166.34,165.35,165.91,165.91,105670000
1983-12-08,165.91,166.01,164.86,165.2,165.2,96530000
1983-12-09,165.2,165.29,164.5,165.08,165.08,98280000
1983-12-12,165.13,165.62,164.99,165.62,165.62,77340000
1983-12-13,165.62,165.63,164.85,164.93,164.93,93500000
1983-12-14,164.93,164.93,163.25,163.33,163.33,85430000
1983-12-15,163.33,163.33,161.66,161.66,161.66,88300000
1983-12-16,161.69,162.39,161.58,162.39,162.39,81030000
1983-12-19,162.34,162.88,162.27,162.32,162.32,75180000
1983-12-20,162.33,162.8,161.64,162.0,162.0,83740000
1983-12-21,162.0,163.57,161.99,163.56,163.56,108080000
1983-12-22,163.56,164.18,163.17,163.53,163.53,106260000
1983-12-23,163.27,163.31,162.9,163.22,163.22,62710000
1983-12-27,163.22,164.76,163.22,164.76,164.76,63800000
1983-12-28,164.69,165.34,164.3,165.34,165.34,85660000
1983-12-29,165.33,165.84,164.83,164.86,164.86,86560000
1983-12-30,164.86,165.05,164.58,164.93,164.93,71840000
1984-01-03,164.93,164.93,163.98,164.04,164.04,71340000
1984-01-04,164.09,166.78,164.04,166.78,166.78,112980000
1984-01-05,166.78,169.1,166.78,168.81,168.81,159990000
1984-01-06,168.81,169.31,168.49,169.28,169.28,137590000
1984-01-09,169.18,169.46,168.48,168.9,168.9,107100000
1984-01-10,168.9,169.54,167.87,167.95,167.95,109570000
1984-01-11,167.95,168.07,167.27,167.8,167.8,98660000
1984-01-12,167.79,168.4,167.68,167.75,167.75,99410000
1984-01-13,167.75,168.59,166.64,167.02,167.02,101790000
1984-01-16,167.02,167.55,166.77,167.18,167.18,93790000
1984-01-17,167.18,167.84,167.01,167.83,167.83,92750000
1984-01-18,167.83,168.34,167.02,167.55,167.55,109010000
1984-01-19,167.55,167.65,166.67,167.04,167.04,98340000
1984-01-20,167.04,167.06,165.87,166.21,166.21,93360000
1984-01-23,166.21,166.21,164.83,164.87,164.87,82010000
1984-01-24,164.87,166.35,164.84,165.94,165.94,103050000
1984-01-25,165.94,167.12,164.74,164.84,164.84,113470000
1984-01-26,164.84,165.55,164.12,164.24,164.24,111100000
1984-01-27,164.24,164.33,163.07,163.94,163.94,103720000
1984-01-30,164.4,164.67,162.4,162.87,162.87,103120000
1984-01-31,162.87,163.6,162.03,163.41,163.41,113510000
1984-02-01,163.41,164.0,162.27,162.74,162.74,107100000
1984-02-02,162.74,163.36,162.24,163.36,163.36,111330000
1984-02-03,163.44,163.98,160.82,160.91,160.91,109100000
1984-02-06,160.91,160.91,158.02,158.08,158.08,109090000
1984-02-07,157.91,158.81,157.01,158.74,158.74,107640000
1984-02-08,158.74,159.07,155.67,155.85,155.85,96890000
1984-02-09,155.85,156.17,154.3,155.42,155.42,128190000
1984-02-10,155.42,156.52,155.42,156.3,156.3,92220000
1984-02-13,156.3,156.32,154.13,154.95,154.95,78460000
1984-02-14,154.95,156.61,154.95,156.61,156.61,91800000
1984-02-15,156.61,157.48,156.1,156.25,156.25,94870000
1984-02-16,155.94,156.44,155.44,156.13,156.13,81750000
1984-02-17,156.13,156.8,155.51,155.74,155.74,76600000
1984-02-21,155.71,155.74,154.47,154.64,154.64,71890000
1984-02-22,154.52,155.1,153.94,154.31,154.31,90080000
1984-02-23,154.02,154.45,152.13,154.29,154.29,100220000
1984-02-24,154.31,157.51,154.29,157.51,157.51,102620000
1984-02-27,157.51,159.58,157.08,159.3,159.3,99140000
1984-02-28,159.3,159.3,156.59,156.82,156.82,91010000
1984-02-29,156.82,158.27,156.41,157.06,157.06,92810000
1984-03-01,157.06,158.19,156.77,158.19,158.19,82010000
1984-03-02,158.19,159.9,158.19,159.24,159.24,108270000
1984-03-05,159.24,159.24,157.59,157.89,157.89,69870000
1984-03-06,157.89,158.37,156.21,156.25,156.25,83590000
1984-03-07,156.25,156.25,153.81,154.57,154.57,90080000
1984-03-08,154.57,155.8,154.35,155.19,155.19,80630000
1984-03-09,155.12,155.19,153.77,154.35,154.35,73170000
1984-03-12,154.35,156.35,154.35,156.34,156.34,84470000
1984-03-13,156.34,157.93,156.34,156.78,156.78,102600000
1984-03-14,156.78,157.17,156.22,156.77,156.77,77250000
1984-03-15,156.78,158.05,156.73,157.41,157.41,79520000
1984-03-16,157.41,160.45,157.41,159.27,159.27,118000000
1984-03-19,159.27,159.27,157.28,157.78,157.78,64060000
1984-03-20,157.78,159.17,157.78,158.86,158.86,86460000
1984-03-21,158.86,159.26,158.59,158.66,158.66,87170000
1984-03-22,158.66,158.67,156.61,156.69,156.69,87340000
1984-03-23,156.69,156.92,156.02,156.86,156.86,79760000
1984-03-26,156.86,157.18,156.31,156.67,156.67,69070000
1984-03-27,156.67,157.3,156.61,157.3,157.3,73670000
1984-03-28,157.3,159.9,157.3,159.88,159.88,104870000
1984-03-29,159.88,160.46,159.52,159.52,159.52,81470000
1984-03-30,159.52,159.52,158.92,159.18,159.18,71590000
1984-04-02,159.18,159.87,157.63,157.98,157.98,85680000
1984-04-03,157.99,158.27,157.17,157.66,157.66,87980000
1984-04-04,157.66,158.11,157.29,157.54,157.54,92860000
1984-04-05,157.54,158.1,154.96,155.04,155.04,101750000
1984-04-06,155.04,155.48,154.12,155.48,155.48,86620000
1984-04-09,155.48,155.86,154.71,155.45,155.45,71570000
1984-04-10,155.45,156.57,155.45,155.87,155.87,78990000
1984-04-11,155.93,156.31,154.9,155.0,155.0,80280000
1984-04-12,155.0,157.74,154.17,157.73,157.73,96330000
1984-04-13,157.73,158.87,157.13,157.31,157.31,99620000
1984-04-16,157.31,158.35,156.49,158.32,158.32,73870000
1984-04-17,158.32,159.59,158.32,158.97,158.97,98150000
1984-04-18,158.97,158.97,157.64,157.9,157.9,85040000
1984-04-19,157.9,158.02,157.1,158.02,158.02,75860000
1984-04-23,158.02,158.05,156.79,156.8,156.8,73080000
1984-04-24,156.8,158.38,156.61,158.07,158.07,87060000
1984-04-25,158.07,158.77,157.8,158.65,158.65,83520000
1984-04-26,158.65,160.5,158.65,160.3,160.3,98000000
1984-04-27,160.3,160.69,159.77,159.89,159.89,88530000
1984-04-30,159.89,160.43,159.3,160.05,160.05,72740000
1984-05-01,160.05,161.69,160.05,161.68,161.68,110550000
1984-05-02,161.68,162.11,161.41,161.9,161.9,107080000
1984-05-03,161.9,161.9,160.95,161.2,161.2,91910000
1984-05-04,161.2,161.2,158.93,159.11,159.11,98580000
1984-05-07,159.11,159.48,158.63,159.47,159.47,72760000
1984-05-08,159.47,160.52,159.14,160.52,160.52,81610000
1984-05-09,160.52,161.31,159.39,160.11,160.11,100590000
1984-05-10,160.11,160.45,159.61,160.0,160.0,101810000
1984-05-11,160.0,160.0,157.42,158.49,158.49,82780000
1984-05-14,158.49,158.49,157.2,157.5,157.5,64900000
1984-05-15,157.5,158.27,157.29,158.0,158.0,88250000
1984-05-16,158.0,158.41,157.83,157.99,157.99,89210000
1984-05-17,157.99,157.99,156.15,156.57,156.57,90310000
1984-05-18,156.57,156.77,155.24,155.78,155.78,81270000
1984-05-21,155.78,156.11,154.63,154.73,154.73,73380000
1984-05-22,154.73,154.73,152.99,153.88,153.88,88030000
1984-05-23,153.88,154.02,153.1,153.15,153.15,82690000
1984-05-24,153.15,153.15,150.8,151.23,151.23,99040000
1984-05-25,151.23,152.02,150.85,151.62,151.62,78190000
1984-05-29,151.62,151.86,149.95,150.29,150.29,69060000
1984-05-30,150.29,151.43,148.68,150.35,150.35,105660000
1984-05-31,150.35,150.69,149.76,150.55,150.55,81890000
1984-06-01,150.55,153.24,150.55,153.24,153.24,96040000
1984-06-04,153.24,155.1,153.24,154.34,154.34,96740000
1984-06-05,154.34,154.34,153.28,153.65,153.65,84840000
1984-06-06,153.65,155.03,153.38,155.01,155.01,83440000
1984-06-07,155.01,155.11,154.36,154.92,154.92,82120000
1984-06-08,154.92,155.4,154.57,155.17,155.17,67840000
1984-06-11,155.17,155.17,153.0,153.06,153.06,69050000
1984-06-12,153.06,153.07,151.61,152.19,152.19,84660000
1984-06-13,152.19,152.85,151.86,152.13,152.13,67510000
1984-06-14,152.12,152.14,150.31,150.39,150.39,79120000
1984-06-15,150.49,150.71,149.02,149.03,149.03,85460000
1984-06-18,149.03,151.92,148.53,151.73,151.73,94900000
1984-06-19,151.73,153.0,151.73,152.61,152.61,98000000
1984-06-20,151.89,154.84,150.96,154.84,154.84,99090000
1984-06-21,154.84,155.64,154.05,154.51,154.51,123380000
1984-06-22,154.51,154.92,153.89,154.46,154.46,98400000
1984-06-25,154.46,154.67,153.86,153.97,153.97,72850000
1984-06-26,153.97,153.97,152.47,152.71,152.71,82600000
1984-06-27,152.71,152.88,151.3,151.64,151.64,78400000
1984-06-28,151.64,153.07,151.62,152.84,152.84,77660000
1984-06-29,152.84,154.08,152.82,153.18,153.18,90770000
1984-07-02,153.16,153.22,152.44,153.2,153.2,69230000
1984-07-03,153.2,153.86,153.1,153.7,153.7,69960000
1984-07-05,153.7,153.87,152.71,152.76,152.76,66100000
1984-07-06,152.76,152.76,151.63,152.24,152.24,65850000
1984-07-09,152.24,153.53,151.44,153.36,153.36,74830000
1984-07-10,153.36,153.53,152.57,152.89,152.89,74010000
1984-07-11,152.89,152.89,150.55,150.56,150.56,89540000
1984-07-12,150.56,151.06,149.63,150.03,150.03,86050000
1984-07-13,150.03,151.16,150.03,150.88,150.88,75480000
1984-07-16,150.88,151.6,150.01,151.6,151.6,73420000
1984-07-17,151.6,152.6,151.26,152.38,152.38,82890000
1984-07-18,152.38,152.38,151.11,151.4,151.4,76640000
1984-07-19,151.4,151.4,150.27,150.37,150.37,85230000
1984-07-20,150.37,150.58,149.07,149.55,149.55,79090000
1984-07-23,149.55,149.55,147.85,148.95,148.95,77990000
1984-07-24,148.95,149.28,147.78,147.82,147.82,74370000
1984-07-25,147.82,149.3,147.26,148.83,148.83,90520000
1984-07-26,148.83,150.16,148.83,150.08,150.08,90410000
1984-07-27,150.08,151.38,149.99,151.19,151.19,101350000
1984-07-30,151.19,151.19,150.14,150.19,150.19,72330000
1984-07-31,150.19,150.77,149.65,150.66,150.66,86910000
1984-08-01,150.66,154.08,150.66,154.08,154.08,127500000
1984-08-02,154.08,157.99,154.08,157.99,157.99,172800000
1984-08-03,160.28,162.56,158.0,162.35,162.35,236500000
1984-08-06,162.35,165.27,162.09,162.6,162.6,203000000
1984-08-07,162.6,163.58,160.81,162.72,162.72,127900000
1984-08-08,162.71,163.87,161.75,161.75,161.75,121200000
1984-08-09,161.75,165.88,161.47,165.54,165.54,131100000
1984-08-10,165.54,168.59,165.24,165.42,165.42,171000000
1984-08-13,164.84,165.49,163.98,165.43,165.43,77960000
1984-08-14,165.43,166.09,164.28,164.42,164.42,81470000
1984-08-15,164.42,164.42,162.75,162.8,162.8,91880000
1984-08-16,162.8,164.42,162.75,163.77,163.77,93610000
1984-08-17,164.3,164.61,163.78,164.14,164.14,71500000
1984-08-20,164.14,164.94,163.76,164.94,164.94,75450000
1984-08-21,164.94,168.22,164.93,167.83,167.83,128100000
1984-08-22,167.83,168.8,166.92,167.06,167.06,116000000
1984-08-23,167.06,167.78,166.61,167.12,167.12,83130000
1984-08-24,167.12,167.52,167.12,167.51,167.51,69640000
1984-08-27,167.51,167.51,165.81,166.44,166.44,57660000
1984-08-28,166.44,167.43,166.21,167.4,167.4,70560000
1984-08-29,167.4,168.21,167.03,167.09,167.09,90660000
1984-08-30,167.1,167.19,166.55,166.6,166.6,70840000
1984-08-31,166.6,166.68,165.78,166.68,166.68,57460000
1984-09-04,166.68,166.68,164.73,164.88,164.88,62110000
1984-09-05,164.88,164.88,163.84,164.29,164.29,69250000
1984-09-06,164.29,165.95,164.29,165.65,165.65,91920000
1984-09-07,165.65,166.31,164.22,164.37,164.37,84110000
1984-09-10,164.37,165.05,163.06,164.26,164.26,74410000
1984-09-11,165.22,166.17,164.28,164.45,164.45,101300000
1984-09-12,164.45,164.81,164.14,164.68,164.68,77980000
1984-09-13,164.68,167.94,164.68,167.94,167.94,110500000
1984-09-14,167.94,169.65,167.94,168.78,168.78,137400000
1984-09-17,168.78,169.37,167.99,168.87,168.87,88790000
1984-09-18,168.87,168.87,167.64,167.65,167.65,107700000
1984-09-19,167.65,168.76,166.89,166.94,166.94,119900000
1984-09-20,166.94,167.47,166.7,167.47,167.47,92030000
1984-09-21,167.47,168.67,165.66,165.67,165.67,120600000
1984-09-24,165.67,166.12,164.98,165.28,165.28,76380000
1984-09-25,165.28,165.97,164.45,165.62,165.62,86250000
1984-09-26,165.62,167.2,165.61,166.28,166.28,100200000
1984-09-27,166.75,167.18,166.33,166.96,166.96,88880000
1984-09-28,166.96,166.96,165.77,166.1,166.1,78950000
1984-10-01,166.1,166.1,164.48,164.62,164.62,73630000
1984-10-02,164.62,165.24,163.55,163.59,163.59,89360000
1984-10-03,163.59,163.59,162.2,162.44,162.44,92400000
1984-10-04,162.44,163.22,162.44,162.92,162.92,76700000
1984-10-05,162.92,163.32,162.51,162.68,162.68,82950000
1984-10-08,162.68,162.68,161.8,162.13,162.13,46360000
1984-10-09,162.13,162.84,161.62,161.67,161.67,76840000
1984-10-10,161.67,162.12,160.02,162.11,162.11,94270000
